,Prod. year,Leather interior,Mileage,Cylinders,Wheel,price_levy_combined,Airbags_bins,Engine volume int,Turbo,Coupe,Goods wagon,Hatchback,Jeep,Microbus,Minivan,Pickup,Sedan,Universal,Diesel,Hybrid,LPG,Petrol,Automatic,Manual,Variator,4x4,Front,Germany,Japan,South Korea,USA
17805,2012,0,121300,4.0,0,24901,1,2.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
17806,2013,0,91475,4.0,0,9264,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
17807,2017,0,61506,4.0,0,44112,1,1.6,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
17808,2011,0,110000,4.0,0,29793,2,2.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
17810,1997,1,263000,6.0,0,5500,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
17811,2010,0,383578,4.0,0,1231,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
17812,2014,0,32064,4.0,0,14641,1,1.6,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
17813,2001,0,350000,4.0,0,17876,1,2.4,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
17814,2011,0,124800,4.0,0,17518,0,1.6,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
17815,2013,1,118507,4.0,1,15685,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
17817,2015,0,104181,6.0,0,7634,2,3.3,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
17819,2011,0,185600,4.0,0,12435,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
17820,2003,1,129000,4.0,1,8467,1,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
17821,2008,1,0,4.0,0,27500,1,2.2,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
17824,2013,0,186554,4.0,0,7522,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
17825,2012,0,133778,4.0,0,22052,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
17826,2017,0,67120,4.0,0,11273,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
17828,2004,0,280000,4.0,0,8467,1,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
17829,2002,1,222222,6.0,0,10976,0,2.7,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
17830,2010,0,53114,4.0,0,14886,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
17831,2018,0,37691,4.0,0,51639,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
17833,2010,0,99488,4.0,0,14174,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
17834,2010,0,102000,4.0,0,11022,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
17835,2004,0,123000,6.0,0,12231,2,3.2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
17836,2015,0,90000,4.0,0,52511,2,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
17838,2008,1,22222,4.0,0,13172,2,1.6,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
17839,2009,1,191000,4.0,0,13290,2,1.5,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
17840,1997,1,0,4.0,0,4704,1,1.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
17841,2013,0,97907,4.0,0,23011,1,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
17843,2008,0,77778,4.0,0,7989,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
17845,2011,1,97000,4.0,1,15027,2,2.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
17846,2013,1,144000,4.0,0,7539,2,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
17847,2014,1,119718,4.0,0,16265,2,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
17848,2012,0,158842,6.0,0,1546,2,3.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
17850,2012,0,89000,4.0,0,23480,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
17851,2014,1,73000,4.0,0,20028,2,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
17852,2002,0,262400,6.0,0,10976,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
17854,2015,1,101717,4.0,0,24150,2,1.6,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
17858,2003,1,160000,4.0,1,5175,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
17860,2012,0,139000,4.0,0,22225,1,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
17861,2012,0,195401,4.0,0,21252,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
17862,2005,1,0,4.0,0,9408,1,1.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
17863,2015,0,121390,4.0,0,50024,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
17864,2008,0,330000,6.0,0,19444,2,3.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17865,2016,0,39770,4.0,0,29262,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
17868,2014,0,52764,4.0,0,24148,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
17869,2012,1,180000,6.0,0,13172,1,3.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
17871,2016,0,144333,4.0,0,48403,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
17872,2000,1,114000,4.0,1,9095,1,1.3,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
17873,2006,1,120000,4.0,1,6899,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
17874,2015,0,148000,4.0,0,17631,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
17875,1998,1,194000,4.0,0,5645,1,1.4,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
17878,2013,0,0,6.0,0,7484,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
17879,2018,0,13715,4.0,0,59069,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
17880,2004,0,170000,8.0,0,34497,2,4.7,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
17882,2005,0,248000,6.0,0,21953,1,3.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
17883,2010,0,174000,4.0,0,16308,2,2.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
17884,2017,0,324605,4.0,0,12621,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
17885,2012,0,98624,4.0,0,12771,1,1.6,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
17887,2012,0,113971,4.0,0,14572,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
17888,2014,0,148454,6.0,0,6855,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
17890,2000,0,192125,4.0,0,12544,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17893,2014,0,50000,4.0,0,14182,1,1.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
17894,2015,1,107200,4.0,0,50634,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
17895,2005,1,137000,4.0,1,9408,1,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
17896,2007,1,102000,6.0,0,13172,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
17897,2008,0,71545,4.0,0,17028,1,2.5,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
17898,2009,0,318358,6.0,0,2556,2,3.3,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
17899,2007,0,273600,6.0,0,19444,2,3.3,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
17900,1999,1,0,4.0,0,8781,1,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
17901,2007,0,260000,4.0,0,27000,1,2.2,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
17903,2015,0,135039,4.0,0,24623,1,1.6,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
17904,2011,0,114000,4.0,0,18083,2,1.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
17905,2015,1,150000,4.0,0,22718,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
17906,2011,0,78000,6.0,0,19835,2,3.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
17907,2005,0,256000,6.0,0,18817,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
17908,2012,0,105000,4.0,0,16621,2,1.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
17912,2009,0,169600,8.0,0,32929,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
17913,2010,1,107000,4.0,0,11962,2,2.4,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
17914,2007,0,150000,6.0,0,10349,1,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
17915,2018,1,0,4.0,0,15834,0,1.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
17916,2018,0,22816,4.0,0,1471,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
17917,1999,0,251000,4.0,0,5959,1,1.8,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
17919,2015,0,34569,4.0,0,15671,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
17920,2011,0,91033,4.0,0,28361,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
17924,2008,1,249600,6.0,0,28852,2,3.3,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
17925,2002,1,98000,6.0,0,14426,2,3.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
17926,2008,1,150000,5.0,0,11917,0,2.5,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
17927,2015,1,108187,4.0,0,18170,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
17928,2011,0,248871,4.0,0,17015,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
17930,2015,1,142400,4.0,0,20030,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
17932,2014,0,38497,4.0,0,17259,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
17933,2004,1,128202,4.0,1,5331,1,1.9,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
17934,2014,1,92800,4.0,0,14954,2,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
17935,2007,1,167000,4.0,0,12592,2,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
17938,2015,0,146948,4.0,0,35337,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
17939,2003,0,340000,6.0,0,15053,2,3.2,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
17940,2008,0,207005,4.0,0,13387,2,1.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
17941,2004,0,208000,6.0,0,10976,1,3.2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
17943,2012,0,61272,4.0,0,19086,1,2.5,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
17944,2010,1,71436,6.0,0,13570,1,1.7,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
17945,2015,0,36235,4.0,0,3363,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
17946,2015,0,141000,6.0,0,25231,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
17947,2012,0,81400,4.0,0,17463,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
17949,2012,0,154782,6.0,0,4351,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
17951,2016,0,52000,4.0,0,21508,2,1.8,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
17952,2015,0,274844,4.0,0,11428,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
17953,2016,0,253373,4.0,0,12181,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
17954,2007,0,110000,4.0,1,11290,0,1.7,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
17955,2013,0,280326,4.0,0,1189,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
17956,2012,0,83721,4.0,0,16627,1,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
17957,2008,1,154000,4.0,0,9249,1,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
17958,2003,1,226000,4.0,1,6272,1,2.4,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
17963,2003,1,130000,4.0,1,2500,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
17964,2001,1,210000,4.0,0,12858,1,2.4,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
17965,2015,1,26000,4.0,0,31361,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
17968,2013,1,10700,4.0,0,19402,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
17969,2016,0,43944,4.0,0,1594,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
17975,2003,0,19000,6.0,0,24000,2,3.2,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17976,2012,0,136000,4.0,0,30786,2,1.8,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
17977,2016,0,119768,4.0,0,53902,1,2.2,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
17978,2015,0,142714,4.0,0,3364,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
17979,2005,0,243000,8.0,0,34497,2,4.7,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
17981,2010,0,167000,4.0,0,17249,1,2.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
17982,2015,0,107166,4.0,0,1950,0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
17985,2007,1,170000,4.0,0,11024,2,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
17987,2010,1,106000,4.0,0,15137,1,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
17988,2010,0,171352,8.0,0,22608,2,5.7,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
17989,2000,0,11111,6.0,0,5500,1,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
17990,2013,1,139867,4.0,0,17834,0,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
17991,1999,1,230000,4.0,0,5645,0,1.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
17992,1999,1,8000,4.0,0,5959,0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
17994,2014,0,105909,4.0,0,4818,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
17995,2015,1,0,4.0,0,17690,0,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
17996,2012,1,182000,4.0,0,15870,2,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
17997,2011,0,143000,4.0,0,19462,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
17998,2010,0,220000,6.0,0,25716,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
17999,2018,0,19961,4.0,0,56558,1,1.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
18001,1997,0,180000,6.0,0,10976,0,2.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
18002,2012,0,0,6.0,0,5449,2,3.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
18004,2011,1,171000,4.0,0,14113,1,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
18006,2019,0,27368,4.0,0,15817,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
18007,2012,0,88000,4.0,0,17374,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
18009,2005,1,227000,4.0,0,14370,1,1.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
18010,2014,1,49000,4.0,0,26779,0,2.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
18012,2012,0,92800,4.0,0,12392,2,1.4,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18014,2015,1,43000,4.0,0,18157,1,1.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
18015,2000,0,200000,6.0,0,11917,2,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
18016,2002,1,0,4.0,0,5959,1,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
18017,2015,0,83891,6.0,0,7859,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
18018,1997,0,219200,4.0,0,7527,0,2.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
18019,2018,0,23150,4.0,0,1267,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
18020,2014,1,24000,4.0,0,18817,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
18022,2017,0,63837,4.0,0,15048,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
18023,2009,1,181129,4.0,0,14677,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
18024,2014,0,36545,4.0,0,17416,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
18025,2005,1,185000,4.0,1,4391,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
18027,2014,0,39265,4.0,0,17103,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
18028,2013,0,63000,4.0,0,16118,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
18029,2014,0,83600,6.0,0,16439,2,3.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
18032,2004,0,211000,5.0,0,13172,0,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
18034,2013,0,155283,4.0,0,11128,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
18035,2007,0,210239,4.0,0,11682,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
18036,2012,0,112295,4.0,0,22595,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
18037,2011,0,160000,4.0,0,18817,0,1.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18038,2014,0,81000,4.0,0,41758,1,2.2,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
18041,2016,0,65600,4.0,0,20407,2,1.4,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
18042,2013,0,107855,4.0,0,14864,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
18043,2012,0,156800,4.0,0,20385,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
18047,2006,0,300000,4.0,0,36065,1,2.2,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
18048,2004,1,15000,4.0,0,8650,1,1.7,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
18049,1998,0,11111,6.0,0,4737,1,3.2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18050,2003,0,0,6.0,0,10036,1,3.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
18051,2004,0,165000,4.0,0,8467,1,1.7,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
18052,2012,0,124000,6.0,0,18030,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
18054,2015,1,102400,6.0,0,21285,1,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
18057,2010,0,182618,6.0,0,2340,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
18059,2014,0,96000,4.0,0,31361,1,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
18060,2012,0,85000,4.0,0,13991,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
18062,2015,0,0,4.0,0,1370,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
18064,2013,0,165900,4.0,0,11466,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
18065,2014,0,103543,4.0,0,26119,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
18066,2011,0,106000,6.0,0,40769,2,3.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
18068,2005,1,28000,4.0,0,10447,1,1.2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
18069,2011,0,0,6.0,0,1486,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
18070,2015,0,127923,4.0,0,53307,1,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
18071,2018,0,16922,4.0,0,42632,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
