,seniorcitizen,tenure,multiplelines,internetservice,contract,paperlessbilling,monthlycharges,churn,service_count,family,paymentmethod_Bank transfer (automatic),paymentmethod_Credit card (automatic),paymentmethod_Electronic check
5663,0,37,1,2,1,1,95.25,0,2,1,0,0,1
5664,1,10,0,2,1,1,84.6,1,2,0,0,1,0
5665,0,34,0,1,1,1,25.05,0,0,0,1,0,0
5666,0,35,0,1,2,0,53.15,0,4,1,0,1,0
5667,0,4,0,0,1,0,20.15,0,0,1,0,0,1
5668,1,39,1,2,1,1,101.25,0,3,1,0,0,1
5669,1,43,0,2,2,1,100.55,0,4,1,1,0,0
5670,0,17,1,0,1,0,24.1,1,0,1,0,0,0
5671,0,61,1,0,3,0,25.3,0,0,1,1,0,0
5672,0,49,1,1,2,0,71.8,0,4,1,0,0,1
5673,0,4,0,0,2,0,19.7,0,0,0,0,0,0
5674,0,64,0,1,3,0,49.85,0,4,1,0,0,1
5675,0,3,0,2,1,1,69.6,0,0,0,0,0,0
5676,0,1,0,0,1,0,19.75,0,0,1,0,0,1
5677,0,40,0,2,2,0,80.8,0,2,1,0,0,1
5678,0,1,0,1,1,1,60.0,1,3,1,0,0,1
5679,0,8,1,2,1,1,86.55,1,1,0,0,0,1
5681,1,34,0,1,2,0,64.2,0,3,1,1,0,0
5682,0,1,0,1,1,0,35.0,0,1,1,0,0,1
5683,0,39,0,1,1,1,50.75,1,3,0,0,0,1
5685,0,45,0,0,3,0,19.2,0,0,1,0,0,1
5686,1,6,0,2,1,1,85.15,1,2,0,1,0,0
5687,0,43,0,2,2,1,90.65,0,4,0,0,1,0
5688,0,41,0,0,3,1,20.0,0,0,1,0,0,0
5689,0,5,0,2,1,1,74.65,0,1,0,0,0,1
5690,0,72,0,1,3,1,61.2,0,5,0,0,1,0
5691,0,4,0,0,2,0,19.95,0,0,0,0,0,0
5692,0,9,0,1,1,0,54.8,0,2,1,0,0,0
5693,1,72,1,1,3,1,73.45,0,3,1,0,1,0
5694,0,33,0,1,2,1,51.45,0,1,1,0,0,0
5695,0,72,1,2,3,0,80.45,0,1,1,1,0,0
5696,0,22,0,1,1,1,54.2,1,2,1,0,0,1
5697,0,70,1,2,2,1,109.5,1,5,1,0,0,1
5698,0,21,1,2,1,0,104.4,1,4,1,0,0,1
5699,0,15,0,2,1,0,85.3,0,2,0,0,0,1
5700,1,29,1,2,1,1,79.3,0,1,1,0,0,1
5701,0,15,0,1,1,0,76.5,0,5,1,1,0,0
5704,0,19,1,2,1,1,86.85,0,1,1,0,0,1
5705,0,1,0,0,1,0,19.65,0,0,0,0,0,0
5706,0,1,0,2,1,1,75.7,1,1,0,0,0,1
5707,0,2,0,1,1,0,45.55,0,0,0,0,0,1
5708,1,11,1,2,1,1,78.1,0,1,1,0,1,0
5709,0,12,0,0,2,0,19.3,0,0,0,0,0,0
5710,0,70,1,2,3,1,110.5,0,5,1,0,0,1
5711,1,20,1,2,1,0,90.8,1,2,1,0,0,1
5712,0,23,0,0,1,1,20.3,0,0,0,1,0,0
5714,0,4,1,2,1,1,97.95,1,3,1,0,0,1
5715,0,32,1,2,1,1,108.15,1,5,0,0,1,0
5716,0,2,0,1,1,1,55.3,0,1,1,0,0,1
5718,0,6,0,2,1,1,80.5,1,1,0,0,1,0
5719,0,24,0,0,3,1,19.7,0,0,1,0,0,0
5720,0,32,1,2,2,1,104.05,0,4,0,0,1,0
5721,0,27,0,1,3,0,52.85,0,2,0,1,0,0
5722,1,27,1,2,1,1,104.3,1,4,1,1,0,0
5723,0,58,1,2,1,0,80.65,0,1,0,1,0,0
5724,0,1,0,2,1,1,71.35,1,0,0,0,0,0
5725,0,18,1,0,3,1,24.65,0,0,1,0,1,0
5726,0,47,0,0,3,1,21.3,0,0,1,1,0,0
5727,0,70,1,2,3,1,110.2,0,5,1,0,0,1
5728,0,13,1,2,1,0,89.4,1,3,0,0,0,1
5729,0,36,0,1,1,0,51.05,0,1,1,0,1,0
5730,0,67,0,0,3,1,19.8,0,0,0,0,0,0
5731,0,10,0,0,1,1,19.9,0,0,0,0,0,0
5732,1,19,0,2,1,1,87.3,0,2,0,0,0,1
5733,0,71,0,0,3,0,19.85,0,0,1,1,0,0
5734,0,72,1,1,3,1,89.4,0,6,1,0,0,0
5735,0,48,0,0,3,0,20.0,0,0,1,0,0,0
5736,0,1,0,0,1,0,20.05,0,0,0,0,0,0
5737,0,18,0,1,1,0,83.25,0,5,1,0,0,1
5738,0,1,0,0,1,0,20.6,1,0,0,0,0,0
5739,1,67,1,2,3,0,102.9,0,4,1,1,0,0
5740,0,69,0,1,3,0,39.1,0,3,1,0,0,0
5741,0,19,1,2,1,1,99.95,1,3,0,0,0,1
5742,1,72,1,2,3,1,114.5,0,6,1,0,0,0
5743,1,38,0,0,3,0,20.2,0,0,0,0,0,0
5744,1,40,0,1,2,0,55.8,0,1,1,0,0,1
5745,0,61,1,0,3,1,24.2,0,0,1,0,0,0
5746,0,10,1,2,1,1,81.0,1,1,0,0,1,0
5747,0,32,1,1,2,1,72.8,0,3,1,0,1,0
5748,0,21,1,2,1,1,99.85,0,3,0,0,1,0
5749,1,59,1,2,2,1,99.5,0,3,0,0,0,1
5750,1,13,0,2,1,1,70.15,1,0,1,0,0,1
5751,0,47,0,0,3,0,20.25,0,0,0,0,1,0
5752,0,69,1,0,3,1,26.0,0,0,1,1,0,0
5753,0,2,0,0,1,1,19.9,0,0,0,0,1,0
5754,0,22,0,0,1,0,19.05,0,0,1,1,0,0
5755,1,15,1,2,1,1,96.5,0,3,1,0,0,1
5756,0,53,0,0,3,0,19.85,0,0,0,0,1,0
5757,1,28,1,0,1,0,25.7,0,0,1,0,0,0
5758,0,22,0,0,2,0,20.3,0,0,0,0,0,0
5759,0,1,0,2,1,1,70.15,1,0,0,0,0,0
5760,1,16,0,2,1,1,91.55,0,3,1,0,0,1
5761,0,48,0,1,3,0,39.4,0,3,1,0,0,0
5762,1,30,1,2,1,1,105.7,0,5,1,1,0,0
5763,0,3,0,2,1,1,70.25,0,0,0,0,0,1
5766,0,23,0,1,2,0,60.0,0,2,1,1,0,0
5767,0,65,0,1,3,1,59.8,0,2,1,0,1,0
5768,0,44,0,2,2,1,90.65,0,2,1,1,0,0
5769,0,71,1,2,3,1,109.0,0,5,1,1,0,0
5770,0,37,1,1,2,0,68.1,0,3,1,0,1,0
5771,0,12,0,0,1,0,20.4,0,0,0,0,0,0
5772,0,69,1,1,3,1,81.95,0,5,1,1,0,0
5773,0,35,0,1,1,0,60.55,0,3,0,0,0,1
5774,0,5,0,1,1,1,65.6,0,3,0,1,0,0
5775,0,58,1,2,3,0,82.5,0,1,1,1,0,0
5776,0,72,1,1,3,1,82.3,0,5,1,1,0,0
5777,0,72,1,1,3,0,68.15,0,4,1,0,0,0
5778,0,1,0,0,1,0,20.3,0,0,0,0,1,0
5779,0,39,0,2,2,1,95.55,1,4,0,0,0,1
5780,0,53,0,0,2,0,20.2,0,0,1,0,1,0
5781,0,27,0,2,1,1,89.2,0,3,0,0,0,1
5782,1,1,0,2,1,1,69.65,1,0,0,0,0,1
5783,1,1,0,2,1,1,89.3,1,2,0,0,0,1
5784,0,18,0,2,1,0,74.8,0,1,1,0,0,1
5785,0,46,0,0,3,1,20.2,0,0,1,0,0,0
5786,0,72,1,1,3,1,84.4,0,5,1,0,1,0
5787,0,36,0,2,1,1,87.55,1,3,0,0,0,1
5788,0,4,0,1,1,1,25.15,0,0,1,0,0,1
5789,0,25,0,0,3,0,19.8,0,0,0,0,1,0
5790,0,40,0,1,1,1,50.85,0,3,1,0,0,1
5791,0,63,1,2,1,1,102.4,0,4,1,0,0,1
5792,1,15,0,2,1,1,96.3,1,4,0,0,0,0
5793,0,14,1,1,1,1,55.5,0,1,0,0,1,0
5794,1,72,1,2,3,1,109.75,0,5,1,1,0,0
5795,0,39,1,2,1,1,106.4,0,4,0,0,0,1
5796,0,47,0,1,3,1,60.0,0,5,1,0,1,0
5797,0,19,1,2,1,1,88.8,0,3,1,0,1,0
5798,0,5,1,2,1,1,85.2,1,1,0,0,0,1
5799,0,13,0,1,1,1,35.1,1,1,0,0,0,1
5800,0,17,1,2,1,0,80.05,0,1,0,1,0,0
5801,1,34,1,2,1,1,75.55,0,0,1,0,0,1
5802,0,42,0,1,1,1,49.55,0,1,0,0,0,1
5803,0,5,1,2,1,1,81.3,1,1,1,0,0,1
5804,0,71,1,0,3,0,23.9,0,0,1,0,1,0
5805,1,19,0,1,1,0,66.4,0,3,1,1,0,0
5806,0,2,0,0,1,1,19.6,1,0,1,0,0,1
5807,0,57,0,0,3,0,18.8,0,0,0,0,1,0
5808,0,72,1,2,3,1,108.4,0,5,1,0,0,1
5809,0,6,0,2,1,1,85.95,0,2,0,0,0,0
5810,0,17,1,2,1,1,85.45,1,1,1,0,0,1
5811,0,61,1,1,3,0,80.9,0,4,1,1,0,0
5812,0,1,0,2,1,1,71.0,1,0,1,0,0,1
5813,0,48,1,2,3,0,111.8,0,6,1,0,1,0
5814,0,16,0,0,1,1,20.6,0,0,0,0,1,0
5815,1,9,1,2,1,1,85.05,1,1,0,0,0,1
5816,0,3,0,1,1,0,44.6,0,0,0,0,0,1
5817,0,1,0,1,1,1,44.4,1,0,1,0,0,1
5818,0,65,1,2,3,0,105.1,0,4,0,0,1,0
5819,0,70,1,2,3,1,115.15,0,6,1,0,1,0
5820,0,60,0,1,2,1,59.8,0,2,1,0,0,0
5821,0,69,1,0,2,1,26.3,0,0,1,0,0,1
5822,1,35,0,2,1,0,70.55,0,0,0,0,0,1
5823,0,22,0,0,1,1,20.05,0,0,0,0,0,0
5824,0,66,1,1,3,0,79.85,0,4,1,1,0,0
5825,1,1,0,2,1,1,70.3,1,0,1,0,0,1
5826,0,1,0,2,1,1,79.35,1,1,1,1,0,0
5827,0,34,1,2,1,1,90.05,0,2,1,0,1,0
5828,0,72,1,0,3,0,24.45,0,0,1,1,0,0
5829,0,31,0,1,2,0,59.95,0,5,1,0,0,1
5830,0,30,1,0,2,0,25.35,0,0,1,1,0,0
5831,0,9,0,2,1,1,90.8,1,2,0,1,0,0
5832,0,20,0,2,1,1,70.45,1,0,1,0,0,1
5833,1,19,0,1,1,1,34.3,0,2,1,0,1,0
5834,0,65,1,2,1,1,105.05,0,4,1,0,0,1
5835,0,30,0,0,3,0,19.3,0,0,1,0,0,0
5836,0,6,0,0,2,0,19.15,0,0,0,0,0,0
5837,0,2,0,1,1,0,51.4,0,3,0,0,0,1
5838,0,53,1,1,1,0,71.85,0,3,1,0,0,1
5839,1,7,1,2,1,1,75.4,0,0,1,0,0,1
5840,0,61,0,1,2,1,49.7,0,1,1,1,0,0
5842,0,13,1,1,1,1,78.75,0,4,0,0,0,1
5843,1,35,1,2,2,1,81.6,0,1,1,1,0,0
5844,0,2,0,2,1,1,70.4,0,0,1,0,1,0
5845,0,3,1,2,1,1,75.8,1,0,0,0,0,1
5846,0,3,1,2,1,0,76.1,0,0,0,0,0,1
5847,0,62,1,2,2,1,94.0,0,2,0,1,0,0
5848,0,72,1,2,3,0,103.95,0,5,1,0,1,0
5849,0,63,0,0,3,1,19.95,0,0,1,1,0,0
5852,1,21,0,2,1,1,69.1,1,0,1,0,0,1
5853,0,62,1,2,2,0,96.1,0,3,1,0,0,1
5854,0,15,1,1,1,1,48.8,0,0,0,0,0,0
5855,0,55,0,1,1,1,50.55,0,1,0,0,1,0
5856,0,11,0,1,1,1,44.65,0,0,0,0,0,0
5857,0,17,1,2,1,0,88.25,1,2,1,0,0,1
5858,0,61,0,0,2,0,19.45,0,0,0,1,0,0
5859,0,71,1,1,3,0,89.3,0,6,1,0,1,0
5860,0,2,0,2,1,0,70.0,1,0,0,1,0,0
5861,0,35,0,0,3,0,19.25,0,0,0,0,0,0
5862,0,17,0,2,1,0,70.5,0,0,0,1,0,0
5863,0,21,1,2,1,1,97.35,1,2,0,0,0,1
5864,0,47,0,0,3,0,19.65,0,0,1,1,0,0
5865,0,3,0,0,1,0,20.85,0,0,1,0,0,0
5866,0,3,0,0,1,1,19.65,0,0,0,0,0,0
5868,0,1,0,1,1,1,44.0,0,0,0,0,0,0
5869,0,44,1,2,2,0,94.4,0,3,1,0,0,1
5871,0,24,1,1,1,1,55.65,1,1,0,1,0,0
5872,0,1,0,2,1,1,69.65,1,0,1,0,0,1
5873,0,18,0,2,1,1,75.4,0,1,0,0,0,1
5874,0,10,1,2,1,1,100.6,1,3,0,0,0,1
5875,0,65,0,1,3,0,71.0,0,4,1,1,0,0
5876,1,1,0,2,1,1,86.0,1,2,0,0,0,1
5878,0,3,0,0,2,0,21.2,0,0,0,0,0,0
5879,0,33,0,1,3,1,61.05,0,3,1,0,0,0
5880,0,3,0,1,1,1,29.6,1,1,0,0,0,1
5881,0,34,0,1,2,1,79.95,0,5,0,1,0,0
5882,0,14,0,0,3,1,19.7,0,0,1,0,0,0
5883,0,13,0,0,1,1,20.3,0,0,0,0,0,0
5885,0,23,1,0,2,0,24.35,0,0,1,0,0,0
5886,0,47,0,0,3,0,19.75,0,0,1,0,0,0
5887,0,17,0,1,1,1,50.3,0,1,1,0,0,0
5888,0,49,1,2,1,1,95.6,1,2,1,0,0,1
5889,1,59,0,1,1,1,50.25,0,3,1,0,0,1
5890,0,69,1,1,3,1,85.35,0,5,0,0,1,0
5891,0,11,0,1,2,1,41.6,1,2,0,0,0,1
5892,0,10,0,1,1,1,51.65,0,1,0,0,0,0
5893,0,12,1,0,3,1,24.0,0,0,1,1,0,0
5894,0,45,1,2,1,1,100.85,1,3,0,0,1,0
5895,0,39,0,1,1,1,59.85,0,2,1,0,0,0
5897,0,71,1,0,3,0,23.9,0,0,1,0,1,0
5898,0,33,1,0,2,0,24.15,0,0,1,0,1,0
5899,1,67,1,2,1,1,75.7,0,0,0,0,0,0
5900,0,37,0,1,1,0,40.2,1,3,1,1,0,0
5901,0,49,1,2,1,0,84.5,1,1,1,0,0,1
5902,0,9,0,1,1,0,50.85,0,1,1,0,0,0
5903,0,52,1,2,3,1,91.6,0,3,1,0,1,0
5904,0,70,1,2,2,0,98.9,0,3,0,0,0,1
5905,0,1,0,2,1,1,85.0,0,2,0,0,0,1
5906,1,14,1,2,1,1,78.95,1,1,0,0,0,1
5907,0,1,0,1,1,1,44.3,0,0,0,0,0,0
5908,0,1,0,0,1,0,20.2,1,0,0,0,0,0
5909,0,52,1,2,2,1,80.2,0,1,0,0,0,0
5910,0,6,0,1,1,0,60.9,0,2,0,0,0,0
5911,0,7,0,1,1,0,34.2,0,2,1,0,0,0
5913,0,26,0,2,2,1,87.15,0,3,0,0,1,0
5914,0,25,0,1,1,0,54.3,0,2,1,0,0,1
5915,0,69,0,0,3,1,19.1,0,0,0,0,0,0
5916,0,72,1,2,3,1,112.75,0,6,0,0,1,0
5917,0,4,0,0,1,1,19.95,0,0,0,0,0,0
5918,0,59,0,0,3,0,19.5,0,0,1,0,0,0
5919,0,67,0,1,3,0,65.55,0,3,0,1,0,0
5920,1,26,0,2,1,1,78.8,0,1,0,0,0,1
5921,0,27,0,1,2,0,78.2,0,5,0,0,0,0
5922,0,72,1,2,3,0,105.25,0,4,1,1,0,0
5923,0,6,0,2,1,1,89.25,0,3,0,0,0,1
5924,0,62,0,0,3,0,20.65,0,0,1,0,1,0
5925,0,20,1,1,2,1,68.7,0,3,0,0,0,1
5926,0,6,0,1,1,0,78.65,0,5,0,0,1,0
5927,0,51,1,0,3,0,24.75,0,0,0,0,0,0
5928,0,61,0,0,3,0,19.75,0,0,1,0,1,0
5929,1,62,1,2,1,1,89.1,0,3,1,0,0,1
5930,0,72,1,2,3,1,84.7,0,2,0,1,0,0
5931,1,13,0,2,1,1,98.0,1,4,1,0,0,1
5932,0,5,0,2,1,1,94.45,1,3,1,0,0,1
5933,1,3,1,2,1,1,105.0,1,4,0,0,0,1
5934,1,26,1,2,1,1,93.85,1,3,1,0,0,1
5935,1,13,0,1,1,1,59.9,0,2,0,0,0,1
5936,0,38,0,0,3,1,19.95,0,0,1,0,0,0
5937,1,8,1,2,1,1,84.0,1,1,1,0,0,1
5938,1,34,1,2,1,1,108.9,0,5,1,0,0,1
5939,0,18,0,1,1,0,33.6,0,2,0,0,0,0
5940,0,56,0,2,2,1,85.85,0,3,1,0,0,0
5941,0,36,0,1,1,1,34.85,0,2,0,1,0,0
5942,0,9,0,1,1,1,48.75,1,3,1,0,0,1
5943,0,1,0,2,1,1,84.85,1,2,0,0,0,1
5944,0,12,0,1,1,0,56.65,1,2,0,0,0,0
5945,1,57,0,2,1,1,95.3,0,4,1,0,1,0
5948,0,70,0,2,3,0,84.6,0,3,1,1,0,0
5949,0,68,0,1,1,0,44.95,0,3,0,0,0,1
5950,0,1,0,1,1,1,24.7,0,0,1,0,0,1
5951,0,37,1,2,1,0,100.3,0,3,0,0,1,0
5952,0,4,1,0,1,1,25.45,0,0,1,0,0,0
5953,0,1,0,1,1,1,50.7,0,1,0,0,0,0
5954,0,20,0,1,1,1,55.0,0,5,0,0,1,0
5955,0,72,0,1,3,0,68.4,0,4,1,1,0,0
5956,0,31,1,2,1,1,89.9,1,2,0,0,0,1
5957,1,18,0,2,1,0,78.55,1,1,1,0,0,1
5958,0,11,0,1,1,1,55.05,0,1,1,1,0,0
5959,0,33,0,0,3,0,19.8,0,0,1,0,1,0
5960,1,62,1,2,2,0,84.45,0,1,0,0,0,1
5961,0,1,0,1,1,0,35.9,0,2,0,0,0,0
5962,0,16,0,2,1,0,80.75,0,2,1,1,0,0
5963,0,22,1,1,2,1,78.65,0,4,1,0,0,0
5964,0,49,0,1,1,0,61.75,0,3,1,1,0,0
5965,0,36,0,1,2,1,63.7,0,3,1,0,1,0
5966,0,42,1,2,1,1,99.45,1,4,1,0,0,1
5968,0,12,1,1,2,0,74.05,1,3,0,0,0,0
5969,0,31,0,2,1,0,87.6,0,3,0,0,0,1
5970,0,5,1,2,1,1,89.15,0,2,1,0,0,1
5971,0,66,0,0,3,0,20.0,0,0,1,0,1,0
5973,0,64,1,2,3,1,104.4,0,4,0,1,0,0
5974,0,10,0,0,1,1,20.05,0,0,1,0,1,0
5975,0,7,0,2,1,1,89.75,1,3,1,0,0,1
5976,0,29,0,1,1,0,34.3,0,2,0,0,0,1
5977,0,57,0,0,3,0,20.65,0,0,0,1,0,0
5978,0,46,1,2,1,0,84.25,0,2,0,0,0,0
5979,0,53,0,0,3,0,19.65,0,0,0,1,0,0
5980,0,17,0,1,2,0,79.85,0,5,0,0,1,0
5981,0,38,0,0,3,1,20.2,0,0,1,0,0,0
5982,0,15,0,0,2,0,19.8,0,0,0,0,0,0
5983,0,22,0,1,1,1,50.35,0,3,0,0,0,1
5984,0,14,1,2,1,1,85.15,1,1,1,0,0,1
5985,0,57,1,1,2,0,74.6,0,4,1,1,0,0
5986,1,11,0,2,1,1,79.15,0,1,0,0,1,0
5987,0,1,0,0,3,0,20.35,0,0,1,0,0,0
5988,0,12,0,0,3,0,21.05,0,0,1,1,0,0
5989,1,3,1,2,1,1,94.6,1,2,1,0,0,1
5990,0,36,0,2,1,1,94.7,0,3,1,0,0,1
5991,0,16,0,2,1,1,94.25,1,3,0,0,0,1
5993,0,2,0,2,1,0,74.95,0,1,0,0,0,1
5994,0,42,1,2,1,1,105.2,1,4,0,0,0,1
5995,0,72,0,2,3,0,111.95,0,6,1,1,0,0
5996,0,62,0,0,3,0,19.85,0,0,0,1,0,0
5997,0,6,1,2,1,1,89.75,0,2,0,0,0,1
5998,0,48,0,0,3,1,20.05,0,0,1,0,0,0
5999,0,35,1,2,3,1,108.95,0,5,0,0,0,1
6000,0,52,0,0,2,0,19.65,0,0,1,0,1,0
6001,0,1,0,1,1,1,24.9,0,0,0,0,0,0
6002,0,6,1,2,1,1,82.85,1,1,1,0,0,1
6003,0,71,1,1,3,0,93.2,0,6,1,0,1,0
6004,0,67,0,2,2,0,84.8,0,3,1,1,0,0
6006,0,23,0,1,1,1,30.35,0,1,1,1,0,0
6007,0,39,0,1,2,0,54.85,0,4,1,1,0,0
6008,0,15,0,0,2,1,19.5,0,0,1,0,0,0
6009,1,53,1,2,1,1,103.85,1,4,1,0,0,1
6010,0,24,1,0,3,0,24.2,0,0,1,0,0,0
6011,0,37,0,0,1,0,19.35,0,0,1,0,0,1
6012,0,5,0,2,1,1,83.6,1,2,1,0,0,1
6013,1,50,1,2,2,1,100.65,0,3,1,0,0,1
6014,0,54,0,2,2,1,94.1,0,3,0,0,1,0
6015,0,3,0,2,1,1,74.55,0,1,0,0,0,1
6017,0,5,0,1,1,0,56.15,0,2,0,0,0,1
6018,0,33,0,0,3,0,20.35,0,0,0,0,0,0
6019,0,41,1,1,2,1,80.55,0,4,0,0,0,1
6020,0,34,0,1,2,0,61.25,0,5,1,0,0,0
6021,0,13,0,0,1,1,20.45,0,0,1,0,0,0
6022,0,20,0,0,1,1,18.9,0,0,0,0,1,0
6024,0,3,1,2,1,1,91.5,1,2,1,0,1,0
6025,0,41,0,1,1,0,45.2,0,0,1,1,0,0
6026,0,13,0,0,1,0,19.45,0,0,0,0,1,0
6027,0,35,1,0,3,0,25.45,0,0,1,1,0,0
6028,0,12,0,2,1,0,80.85,1,2,1,1,0,0
6029,0,4,0,2,1,1,94.9,0,4,0,0,0,0
6030,0,43,0,1,1,1,49.05,1,3,0,1,0,0
6031,1,12,0,1,1,1,29.3,0,1,1,0,0,0
6032,1,68,1,2,1,1,105.3,1,4,1,0,0,1
6033,1,25,1,2,1,1,88.95,1,2,0,0,0,1
6034,0,7,0,0,2,0,20.25,0,0,0,0,0,0
6036,0,53,0,2,2,0,110.5,0,6,1,0,0,1
6040,0,1,0,2,1,0,70.75,1,0,0,0,0,0
6041,0,5,0,0,1,0,19.95,0,0,0,0,0,0
6042,1,37,0,0,2,0,19.6,0,0,1,0,0,0
6043,0,3,0,1,1,1,40.15,1,2,0,0,0,0
6044,0,12,1,2,1,1,76.6,0,0,1,0,0,1
6045,0,38,0,0,2,0,19.6,0,0,1,0,1,0
6046,0,9,0,2,1,1,85.3,0,2,0,0,1,0
6047,0,13,1,1,1,1,65.85,0,2,1,0,0,1
6048,1,29,1,2,1,1,94.45,1,2,1,0,0,1
6049,0,47,0,0,3,0,20.05,0,0,1,0,1,0
6050,0,61,1,2,1,0,99.4,0,4,1,1,0,0
6051,0,16,0,0,1,0,20.0,0,0,0,0,0,0
6052,0,41,0,1,3,0,78.45,0,5,1,0,0,1
6053,0,43,1,0,3,1,25.1,0,0,1,0,0,1
6054,0,36,1,2,1,1,97.35,1,3,1,1,0,0
6055,0,6,0,1,1,1,55.0,0,1,0,0,0,1
6056,0,58,1,1,2,1,71.1,0,4,0,0,1,0
6057,0,19,0,1,1,1,61.55,0,2,0,0,1,0
6058,0,11,0,1,1,1,45.9,0,0,1,1,0,0
6059,0,39,0,1,2,1,40.3,0,3,0,1,0,0
6060,1,8,0,2,1,1,87.1,0,2,0,0,0,1
6061,0,26,1,1,1,1,49.5,0,0,1,0,0,0
6062,1,53,0,2,1,1,73.8,0,1,0,0,1,0
6063,0,70,0,0,3,1,19.2,0,0,1,0,0,0
6064,0,1,0,1,1,1,45.3,1,2,0,0,0,0
6065,0,59,1,0,3,0,25.0,0,0,0,0,0,0
6066,0,2,0,2,1,0,94.95,1,3,0,0,0,1
6067,0,7,0,1,2,0,35.3,0,2,0,0,0,0
6068,0,12,0,1,1,1,44.55,1,0,1,0,0,1
6069,0,59,0,1,2,0,76.75,0,5,1,0,1,0
6070,0,61,1,1,3,1,81.0,0,4,1,1,0,0
6071,0,72,1,2,3,1,105.55,0,4,1,1,0,0
6072,0,13,0,0,1,0,18.8,0,0,1,0,0,0
6073,0,64,1,0,2,0,24.9,0,0,1,0,0,0
6074,0,1,0,1,1,1,23.45,1,0,1,0,0,1
6075,0,10,0,1,2,0,64.9,0,3,0,0,0,0
6076,0,65,0,1,2,0,61.35,0,3,1,1,0,0
6077,0,62,1,2,3,0,113.95,0,6,1,0,0,0
6078,0,55,1,1,2,1,90.15,0,6,1,0,0,1
6079,0,25,1,1,1,0,54.1,0,1,1,0,0,1
6080,0,1,0,1,1,0,29.7,1,1,0,0,0,0
6081,0,1,0,1,1,1,49.8,0,1,0,0,1,0
6082,0,59,1,2,1,0,101.1,1,3,1,0,0,1
6084,0,36,1,2,1,1,95.0,0,2,1,1,0,0
6085,0,3,1,1,1,1,50.65,1,0,0,0,0,0
6086,0,61,1,1,3,1,69.9,0,3,1,0,0,0
6087,0,26,0,1,2,1,39.95,0,2,1,1,0,0
6088,0,1,0,1,1,1,55.4,1,1,0,0,0,1
6089,1,1,1,2,1,1,90.6,1,2,1,0,0,1
6090,0,68,0,2,3,1,103.25,0,5,1,0,1,0
6091,1,2,1,2,1,1,86.85,1,1,1,0,0,0
6092,0,72,1,2,3,1,94.25,0,4,1,1,0,0
6093,0,71,0,1,3,1,47.05,0,3,1,0,0,1
6094,0,57,0,0,3,0,20.55,0,0,0,0,1,0
6095,0,4,0,0,1,1,19.65,0,0,0,0,0,0
6096,1,1,0,2,1,1,70.2,0,0,0,0,0,1
6097,0,72,1,1,3,0,81.0,0,5,1,0,1,0
6098,0,21,1,1,2,1,75.9,0,3,1,1,0,0
6099,0,71,1,0,3,0,24.7,0,0,1,1,0,0
6100,1,29,1,2,1,1,99.05,1,3,1,1,0,0
6102,0,64,1,1,3,1,85.0,0,5,1,0,1,0
6103,0,16,0,0,1,0,19.75,0,0,0,0,1,0
6104,0,4,1,0,2,0,23.9,0,0,0,0,0,1
6106,0,2,0,1,1,1,55.1,1,2,0,0,0,0
6107,0,1,0,0,1,0,19.95,0,0,0,0,0,0
6108,0,18,0,1,1,0,25.15,0,0,0,0,0,0
6109,0,2,1,1,1,0,54.15,0,1,0,0,0,0
6110,0,19,0,1,1,1,59.8,0,2,1,0,0,0
6111,0,40,1,2,1,0,83.85,0,1,0,1,0,0
6112,1,66,1,2,2,1,104.9,0,4,1,0,0,1
6113,0,21,1,2,1,0,75.3,0,0,0,0,0,0
6114,0,8,0,1,1,1,66.65,0,3,0,0,0,1
6115,0,72,0,2,3,1,109.5,0,6,1,0,1,0
6116,0,48,1,1,2,1,73.85,0,4,0,1,0,0
6117,0,69,0,0,3,1,19.3,0,0,0,1,0,0
6118,0,72,1,2,3,1,118.2,0,6,0,0,0,1
6119,0,14,0,1,2,0,51.45,0,1,0,0,1,0
6120,0,6,0,1,1,0,59.45,0,2,0,0,0,1
6121,0,8,0,0,3,0,19.5,0,0,1,1,0,0
6122,0,17,0,0,2,0,19.55,0,0,0,0,0,0
6123,0,65,1,2,2,0,93.55,0,3,0,0,0,1
6124,0,57,0,1,2,1,59.3,0,3,1,0,0,0
6125,0,13,1,2,1,1,102.25,1,3,1,0,1,0
6127,0,56,1,2,2,0,109.8,0,5,1,1,0,0
6128,0,14,0,2,1,1,78.1,0,1,1,0,0,1
6129,0,52,0,1,1,1,39.9,0,2,1,0,0,1
6130,0,58,0,1,3,1,64.9,0,4,0,0,1,0
6131,1,47,1,2,1,1,95.05,1,3,0,0,0,1
6132,0,67,0,1,1,1,53.4,0,4,0,0,1,0
6133,0,2,0,1,1,1,24.9,0,0,0,0,1,0
6134,1,6,0,1,1,0,44.7,0,0,0,0,1,0
6135,0,71,1,2,3,1,114.0,0,6,1,1,0,0
6136,0,46,0,0,3,0,20.25,0,0,1,1,0,0
6137,0,5,0,1,1,0,53.85,1,2,0,0,1,0
6138,1,67,1,2,1,0,83.85,0,2,1,1,0,0
6139,0,3,0,0,1,0,20.2,0,0,1,1,0,0
6140,0,3,0,0,1,0,19.95,0,0,0,0,0,0
6141,1,52,1,2,1,1,104.2,1,4,1,0,0,1
6142,0,42,1,1,1,1,50.25,1,0,1,0,0,1
6143,0,50,0,0,2,1,20.35,0,0,1,0,0,0
